"lang"
{
	"Language"		"English"
"DOTA_Tooltip_ability_item_octarine_core_2_Description"			"Use: Plants an Observer Ward, an invisible watcher that gives vision of its surrounding area to your team. Lasts 12 minutes.\n\n<h1>Passive: Cooldown Reduction</h1> Reduces the cooldown time of all spells and items by %bonus_cooldown%%%.\n<h1>Passive: Spell Lifesteal</h1> A percentage of damage caused by spells is returned to the caster as health.\n<h1>Passive: Ultimate Upgrade</h1> Upgrades the ultimate, and some abilities, of certain heroes."
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_str"			"+$str"
"DOTA_Tooltip_ability_item_octarine_core_2_bonus_agi"			"+$agi"
"DOTA_Tooltip_Ability_item_octarine_core_2_duration_tooltip"	"DURATION(MIN):"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\octarine_core.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\pet_hulk.txt' begin 
"DOTA_Tooltip_ability_item_pet_hulk"							"Summon Hulk"
"DOTA_Tooltip_ability_item_pet_hulk_Description"				"Summon pet Hulk to caster. Only one pet can be summoned."
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\pet_hulk.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\pet_mage.txt' begin 
"DOTA_Tooltip_ability_item_pet_mage"							"Summon Mage"
"DOTA_Tooltip_ability_item_pet_mage_Description"				"Summon pet Mage to caster. Only one pet can be summoned."

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\pet_mage.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\pet_wolf.txt' begin 
"DOTA_Tooltip_ability_item_pet_wolf"							"Summon Wolf"
"DOTA_Tooltip_ability_item_pet_wolf_Description"				"Summon pet Wolf to caster. Only one pet can be summoned."
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\pet_wolf.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\phase_boots.txt' begin 
"DOTA_Tooltip_Ability_item_phase_boots_2"							"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_2_active"					"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_2_active_Description"		"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and allows you to move through units"
"DOTA_Tooltip_ability_item_phase_boots_2_Description"				"<h1>Active: Phase</h1> Increases your movement speed and lets you move through units.  The increased movement speed is based on whether the equipped hero is melee or ranged.\n\nFlat movement speed bonuses from multiple pairs of boots do not stack."
"DOTA_Tooltip_ability_item_phase_boots_2_Lore"						"Boots that allow the wearer to travel between the ether."
"DOTA_Tooltip_ability_item_phase_boots_2_phase_movement_speed"		"%PHASE MOVE BOOST MELEE:"
"DOTA_Tooltip_ability_item_phase_boots_2_phase_duration"			"PHASE DURATION:"
"DOTA_Tooltip_ability_item_phase_boots_2_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_phase_boots_2_bonus_movement_speed"		"%+$move_speed"
"DOTA_Tooltip_ability_item_phase_boots_2_phase_movement_speed_range"	"%PHASE MOVE BOOST RANGED:"

"DOTA_Tooltip_Ability_item_phase_boots_3"							"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_3_active"					"Phase Boots"
"DOTA_Tooltip_modifier_item_phase_boots_3_active_Description"		"Movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and allows you to move through units"
"DOTA_Tooltip_ability_item_phase_boots_3_Description"				"<h1>Active: Phase</h1> Increases your movement speed and lets you move through units.  The increased movement speed is based on whether the equipped hero is melee or ranged.\n\nFlat movement speed bonuses from multiple pairs of boots do not stack."
"DOTA_Tooltip_ability_item_phase_boots_3_Lore"						"Boots that allow the wearer to travel between the ether."
"DOTA_Tooltip_ability_item_phase_boots_3_phase_movement_speed"		"%PHASE MOVE BOOST MELEE:"
"DOTA_Tooltip_ability_item_phase_boots_3_phase_duration"			"PHASE DURATION:"
"DOTA_Tooltip_ability_item_phase_boots_3_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_phase_boots_3_bonus_movement_speed"		"%+$move_speed"
"DOTA_Tooltip_ability_item_phase_boots_3_phase_movement_speed_range"	"%PHASE MOVE BOOST RANGED:"

"DOTA_Tooltip_Ability_item_reverse"									"Reverse"
"DOTA_Tooltip_Ability_item_reverse_Description"						"<h1>Active: Phase</h1> Increases your movement speed and lets you move through units.  The increased movement speed is based on whether the equipped hero is melee or ranged. Also incrase maximal movespeed for effect duration. \n\nFlat movement speed bonuses from multiple pairs of boots do not stack."
"DOTA_Tooltip_Ability_item_reverse_Lore"							"Boots that allow the wearer to travel between the ether."
"DOTA_Tooltip_Ability_item_reverse_phase_movement_speed"			"%PHASE MOVE BOOST MELEE:"
"DOTA_Tooltip_Ability_item_reverse_phase_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_reverse_phase_movement_speed_range"		"%PHASE MOVE BOOST RANGED:"
"DOTA_Tooltip_Ability_item_reverse_phase_duration"					"PHASE DURATION:"
"DOTA_Tooltip_Ability_item_reverse_bonus_movement_speed"			"%+$move_speed"
"DOTA_Tooltip_Ability_item_reverse_speed_limit_tooltip"				"MAX SPEED:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\phase_boots.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\plague_staff.txt' begin 
"DOTA_Tooltip_ability_item_plague_staff"								"Plague Staff"
	"DOTA_Tooltip_ability_item_plague_staff_Description"					"Allows caster deal magical crits with some chance"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_int"						"+$int"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_agi"						"+$agi"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_str"						"+$str"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_armor"					"+$armor"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_damage"					"+$damage"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_hpregen"					"+$hp_regen"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_mana"						"+$mana"
	"DOTA_Tooltip_ability_item_plague_staff_bonus_spellamp"					"%SPELL AMPLIY:"
	"DOTA_Tooltip_ability_item_plague_staff_chance"							"%MAGICAL CRIT CHANCE:"
	"DOTA_Tooltip_ability_item_plague_staff_magical_crit"					"%MAGICAL CRIT:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\plague_staff.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\polar_spear.txt' begin 
"DOTA_Tooltip_ability_item_polar_spear"									"Polar Spear"
"DOTA_Tooltip_ability_item_polar_spear_Description"						"<h1>Active: Pull</h1> Pulls the target"
"DOTA_Tooltip_ability_item_polar_spear_Note0"							"Pull radius: 700, Pull speed: 40"
"DOTA_Tooltip_ability_item_polar_spear_bonus_mana"						"+$mana"
"DOTA_Tooltip_ability_item_polar_spear_bonus_hp"						"+$health"
"DOTA_Tooltip_ability_item_polar_spear_bonus_int"						"+$int"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\polar_spear.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\possessed_sword.txt' begin 
"DOTA_Tooltip_Ability_item_possessed_sword_dummy"					"Possessed Sword"
"DOTA_Tooltip_Ability_item_possessed_sword_dummy_Description"		"<h1>Passive: True Strike</h1> Prevents your attacks from missing.\n Passive: Micro-Bash - Allows you to bash the enemy for a short duration. \nNobody knows why it's called a sword. \n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_possessed_sword_dummy_bonus_damage"		"+$damage"
"DOTA_Tooltip_Ability_item_possessed_sword_dummy_bonus_aspeed"		"+$attack"
"DOTA_Tooltip_Ability_item_possessed_sword_dummy_bash_chance"		"%BASH CHANCE:"
"DOTA_Tooltip_Ability_item_possessed_sword_dummy_bash_time"			"BASH TIME:"
"DOTA_Tooltip_Ability_item_possessed_sword"							"Possessed Sword"
"DOTA_Tooltip_Ability_item_possessed_sword_Description"				"<h1>Passive: True Strike</h1> Prevents your attacks from missing.\n Passive: Micro-Bash - Allows you to bash the enemy for a short duration. \nNobody knows why it's called a sword. \n(NOT PURCHASABLE)\n(DROPS FROM BOSSES)"
"DOTA_Tooltip_Ability_item_possessed_sword_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_possessed_sword_bonus_aspeed"			"+$attack"
"DOTA_Tooltip_Ability_item_possessed_sword_bash_chance"				"%BASH CHANCE:"
"DOTA_Tooltip_Ability_item_possessed_sword_bash_time"				"BASH TIME:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\possessed_sword.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\potion_immune.txt' begin 
"DOTA_Tooltip_Ability_item_potion_immune"							"Spell Immunity Potion"
"DOTA_Tooltip_Ability_item_potion_immune_Description"				"<h1>Active: Spell Immunity</h1> Cannot be targeted or damaged by magic."
"DOTA_Tooltip_Ability_item_potion_immune_duration"					"DURATION:"

"DOTA_Tooltip_modifier_potion_spell_immune"							"Spell Immune"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\potion_immune.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\power_amulet.txt' begin 
"DOTA_Tooltip_Ability_item_power_amulet"						"Power Amulet"
"DOTA_Tooltip_Ability_item_power_amulet_Description"			"<h1>Active: Amulet Blast</h1> Stun every enemy within the radius and deal damage. Also heal caster for some health.\n<h1>Passive: Rune Collector</h1> Grants one charge for every activated rune.\n<h1>Passive: Damage Collector</h1> Decrease the attacked enemy's armor for every charge and increase damage for caster."
"DOTA_Tooltip_Ability_item_power_amulet_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_power_amulet_bonus_stat"				"+$all"
"DOTA_Tooltip_Ability_item_power_amulet_damage_const"			"DAMAGE:"
"DOTA_Tooltip_Ability_item_power_amulet_dmg_per_charge"			"DAMAGE PER CHARGE:"
"DOTA_Tooltip_Ability_item_power_amulet_stun_per_charge"		"STUN PER CHARGE:"
"DOTA_Tooltip_Ability_item_power_amulet_heal_const"				"HEAL:"
"DOTA_Tooltip_Ability_item_power_amulet_heal_pct_per_charge"	"%HEAL PER CHARGE:"
"DOTA_Tooltip_Ability_item_power_amulet_disarmor_per_charge"	"DISARMOR:"
"DOTA_Tooltip_Ability_item_power_amulet_duration_disarmor"		"DISARMOR DURATION:"
"DOTA_Tooltip_Ability_item_power_amulet_radius"					"RADIUS:"
"DOTA_Tooltip_Ability_item_power_amulet_lost_death_tooltip"		"%LOST CHARGE ON DEATH:"
"DOTA_Tooltip_modifier_power_amulet_disarmor"					"DISARMOR"
"DOTA_Tooltip_modifier_power_amulet_damage"						"DAMAGE INCREASED"
"DOTA_Tooltip_modifier_power_amulet_damage_Description"			"Increase damage for every stack"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\power_amulet.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\power_treads.txt' begin 
"DOTA_Tooltip_Ability_item_power_treads_2"							"Power Treads"
"DOTA_Tooltip_ability_item_power_treads_2_Description"				"<h1>Active: Switch Attribute</h1> Changes selected attribute between Strength, Agility and Intelligence.\n\nPower Treads can be built using a Belt of Strength, Band of Elvenskin, or a Robe of the Magi.  Flat movement speed bonuses from multiple pairs of boots do not stack, nor does the attack speed bonus from multiple Power Treads."
"DOTA_Tooltip_ability_item_power_treads_2_Lore"						"A pair of tough-skinned boots that change to meet the demands of the wearer."
"DOTA_Tooltip_ability_item_power_treads_2_bonus_movement_speed"		"%+$move_speed"
"DOTA_Tooltip_ability_item_power_treads_2_bonus_stat"				"+$selected_attrib"
"DOTA_Tooltip_ability_item_power_treads_2_bonus_attack_speed"		"+$attack"

"DOTA_Tooltip_Ability_item_power_treads_3"							"Power Treads"
"DOTA_Tooltip_ability_item_power_treads_3_Description"				"<h1>Active: Switch Attribute</h1> Changes selected attribute between Strength, Agility and Intelligence.\n\nPower Treads can be built using a Belt of Strength, Band of Elvenskin, or a Robe of the Magi.  Flat movement speed bonuses from multiple pairs of boots do not stack, nor does the attack speed bonus from multiple Power Treads."
"DOTA_Tooltip_ability_item_power_treads_3_Lore"						"A pair of tough-skinned boots that change to meet the demands of the wearer."
"DOTA_Tooltip_ability_item_power_treads_3_bonus_movement_speed"		"%+$move_speed"
"DOTA_Tooltip_ability_item_power_treads_3_bonus_stat"				"+$selected_attrib"
"DOTA_Tooltip_ability_item_power_treads_3_bonus_attack_speed"		"+$attack"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\power_treads.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\private_courier.txt' begin 
"DOTA_Tooltip_Ability_item_pr_cour"										"Advanced Courier"
"DOTA_Tooltip_Ability_item_pr_cour_Description"							"The Advanced courier can only be controled by you, if you use the map."
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\private_courier.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\radiance.txt' begin 
"DOTA_Tooltip_Ability_item_radiance"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_Lore"						"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_aura_damage"				"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_aura_damage_stats"			"BURN DAMAGE FROM STATS:"
"DOTA_Tooltip_ability_item_radiance_Description"				"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_radiance_blind_pct"					"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_aura_radius"				"BURN RADIUS:"
"DOTA_Tooltip_modifier_radiance_debuff"							"Burn Damage"
"DOTA_Tooltip_modifier_radiance_debuff_Description"				"Taking 50 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of all attacks."
"DOTA_Tooltip_Ability_item_radiance_inactive"					"Radiance"
"DOTA_Tooltip_ability_item_radiance_inactive_Lore"				"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_inactive_aura_damage"		"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_inactive_aura_damage_pct"	"%BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_inactive_Description"		"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_inactive_bonus_damage"		"+$damage"
"DOTA_Tooltip_ability_item_radiance_inactive_blind_pct"			"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_inactive_aura_radius"		"BURN RADIUS:"

"DOTA_Tooltip_Ability_item_radiance_2"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_2_Lore"						"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_2_aura_damage"				"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_2_aura_damage_stats"		"BURN DAMAGE FROM STATS:"
"DOTA_Tooltip_ability_item_radiance_2_Description"				"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_2_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_radiance_2_blind_pct"				"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_2_aura_radius"				"BURN RADIUS:"
"DOTA_Tooltip_modifier_radiance_2_debuff"						"Burn Damage"
"DOTA_Tooltip_modifier_radiance_2_debuff_Description"			"Taking 110 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of all attacks."
"DOTA_Tooltip_Ability_item_radiance_2_inactive"					"Radiance"
"DOTA_Tooltip_ability_item_radiance_2_inactive_Lore"			"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_2_inactive_aura_damage"		"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_2_inactive_aura_damage_pct"	"%BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_2_inactive_Description"		"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_2_inactive_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_radiance_2_inactive_blind_pct"		"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_2_inactive_aura_radius"		"BURN RADIUS:"

"DOTA_Tooltip_Ability_item_radiance_3"							"Radiance"
"DOTA_Tooltip_ability_item_radiance_3_Lore"						"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_3_aura_damage"				"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_3_aura_damage_stats"		"BURN DAMAGE FROM STATS:"
"DOTA_Tooltip_ability_item_radiance_3_Description"				"<h1>Active: Toggle Burn</h1> When active, this blade scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of all of their attacks."
"DOTA_Tooltip_ability_item_radiance_3_bonus_damage"				"+$damage"
"DOTA_Tooltip_ability_item_radiance_3_blind_pct"				"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_3_aura_radius"				"BURN RADIUS:"
"DOTA_Tooltip_modifier_radiance_3_debuff"						"Burn Damage"
"DOTA_Tooltip_modifier_radiance_3_debuff_Description"			"Taking 250 damage per second, and missing %dMODIFIER_PROPERTY_MISS_PERCENTAGE%%% of all attacks."
"DOTA_Tooltip_Ability_item_radiance_3_inactive"					"Radiance"
"DOTA_Tooltip_ability_item_radiance_3_inactive_Lore"			"A divine weapon that causes damage and a bright burning effect that lays waste to nearby enemies."
"DOTA_Tooltip_ability_item_radiance_3_inactive_aura_damage"		"BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_3_inactive_aura_damage_pct"	"%BURN DAMAGE PER SECOND:"
"DOTA_Tooltip_ability_item_radiance_3_inactive_Description"		"<h1>Active: Toggle Burn</h1> When active, scorches nearby enemies for %aura_damage% damage per second and blinds them, causing them to miss %blind_pct%%% of their attacks."
"DOTA_Tooltip_ability_item_radiance_3_inactive_bonus_damage"	"+$damage"
"DOTA_Tooltip_ability_item_radiance_3_inactive_blind_pct"		"%BURN MISS CHANCE:"
"DOTA_Tooltip_ability_item_radiance_3_inactive_aura_radius"		"BURN RADIUS:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\radiance.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\rebels_sword.txt' begin 
"DOTA_Tooltip_Ability_item_rebels_sword"							"Rebels Sword"
"DOTA_Tooltip_Ability_item_rebels_sword_Description"				"<h1>Passive: Corrosive Armor</h1> Reduces the enemy armor with every hit.\n\nWeapons of Burning Legion."
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_damage"				"+$damage"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_armor"				"+$armor"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_all_stats"			"+$all"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_attack_speed"			"+$attack"
"DOTA_Tooltip_Ability_item_rebels_sword_bonus_health"				"+$health"
"DOTA_Tooltip_Ability_item_rebels_sword_disarmor"					"%DISARMOR PER HIT:"
"DOTA_Tooltip_Ability_item_rebels_sword_disarmor_const"				"DISARMOR PER HIT:"
"DOTA_Tooltip_Ability_item_rebels_sword_max_disarmor_pct"			"%MAX DISARMOR:"
"DOTA_Tooltip_Ability_item_rebels_sword_duration"					"DISARMOR DURATION:"
"DOTA_Tooltip_modifier_rebels_sword_disarmor" 						"Rebel Disarmor" 
"DOTA_Tooltip_modifier_rebels_sword_disarmor_Description"			"Armor decreased by rebels sword" 
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\rebels_sword.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\recovery_orb.txt' begin 
"DOTA_Tooltip_ability_item_recovery_orb"								"Recovery Orb"
"DOTA_Tooltip_ability_item_recovery_orb_Description"					"<h1>Active: Reset Cooldowns</h1> Resets the cooldowns of all your items and abilities.\n\n <h1>Passive: Recovery</h1> With a small chance allows you after cast ability reset the 50% cooldown of this ability."
"DOTA_Tooltip_ability_item_recovery_orb_Lore"							"A powerful artifact created for wizards."
"DOTA_Tooltip_ability_item_recovery_orb_bonus_health_regen"				"+$hp_regen"
"DOTA_Tooltip_ability_item_recovery_orb_bonus_mana_regen"				"+$mana_regen"
"DOTA_Tooltip_ability_item_recovery_orb_bonus_damage"					"+$damage"
"DOTA_Tooltip_ability_item_recovery_orb_ability_chance"					"%ABILITY CHANCE:"
"DOTA_Tooltip_ability_item_recovery_orb_ultimate_chance"				"%ULTIMATE CHANCE:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\recovery_orb.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\rubick_dagon.txt' begin 
"DOTA_Tooltip_Ability_item_rubick_dagon"						"Rubick Dagon"
"DOTA_Tooltip_Ability_item_rubick_dagon_Description"			"<h1>Active: Dagon</h1> Emits a powerful burst of magical damage upon a targeted enemy unit. Damage depends on the intelligence of caster. "
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_int"				"+$int"
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_att"				"+$all"
"DOTA_Tooltip_Ability_item_rubick_dagon_bonus_damage"			"+$damage"
"DOTA_Tooltip_Ability_item_rubick_dagon_damage"					"DAGON DAMAGE:"
"DOTA_Tooltip_Ability_item_rubick_dagon_int_damage_pct"			"%INT TO DAMAGE:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\rubick_dagon.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\sacred_butterfly.txt' begin 
"DOTA_Tooltip_Ability_item_sacred_butterfly"					"Sacred Butterfly"
"DOTA_Tooltip_Ability_item_sacred_butterfly_Description"		"A Sacred weapon which provides an incredible amount of dexterity in combat."
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_agi"			"+$agi"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_dmg"			"+$damage"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_attackspeed"	"+$attack"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_evasion"		"%+$evasion"
"DOTA_Tooltip_Ability_item_sacred_butterfly_bonus_mvspd_pct"	"%+$move_speed"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\sacred_butterfly.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\shiva.txt' begin 
"DOTA_Tooltip_Ability_item_shivas_guard_2"								"Shiva's Guard"
"DOTA_Tooltip_modifier_item_shivas_guard_2_aura"						"Freezing Aura"
"DOTA_Tooltip_modifier_item_shivas_guard_2_aura_Description"			"Attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT_SECONDARY%."
"DOTA_Tooltip_modifier_item_shivas_guard_2_blast"						"Arctic Blast"
"DOTA_Tooltip_modifier_item_shivas_guard_2_blast_Description"			"Movement speed slowed by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."
"DOTA_Tooltip_ability_item_shivas_guard_2_Description"					"<h1>Active: Arctic Blast</h1> Emits a freezing wave that deals %blast_damage% magical damage to enemies and slows their movement by %blast_movement_speed%%% for %blast_debuff_duration% seconds.\n<h1>Passive: Freezing Aura</h1> Reduces the attack speed of all enemies in a %aura_radius% radius.\n\nMultiple instances of Freezing Aura do not stack."
"DOTA_Tooltip_ability_item_shivas_guard_2_Lore"							"Said to have belonged to a goddess, today it retains much of its former power."
"DOTA_Tooltip_ability_item_shivas_guard_2_aura_attack_speed"			"AURA ATTACK SLOW:"
"DOTA_Tooltip_ability_item_shivas_guard_2_bonus_intellect"				"+$int"
"DOTA_Tooltip_ability_item_shivas_guard_2_bonus_armor"					"+$armor"
"DOTA_Tooltip_ability_item_shivas_guard_2_Note0"						"The wave extends at a speed of 350 to a max size of 900."
"DOTA_Tooltip_ability_item_shivas_guard_2_Note1"						"The Arctic Blast follows its caster."
"DOTA_Tooltip_ability_item_shivas_guard_2_blast_damage"					"BLAST DAMAGE:"
"DOTA_Tooltip_ability_item_shivas_guard_2_blast_movement_speed"			"%BLAST MOVEMENT SLOW:"
"DOTA_Tooltip_ability_item_shivas_guard_2_blast_debuff_duration"		"BLAST SLOW DURATION:"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\shiva.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\skadi_2.txt' begin 
"DOTA_Tooltip_Ability_item_skadi_2"								"Eye of Skadi"
"DOTA_Tooltip_ability_item_skadi_2_Description"					"<h1>Passive: Cold Attack</h1> Each attack slows the movement and attack speed of the target. The duration of the slow is based on whether the equipped hero is melee or ranged."
"DOTA_Tooltip_ability_item_skadi_2_Lore"						"Extremely rare artifact, guarded by the azure dragons."		
"DOTA_Tooltip_ability_skadi_2_cold_movement_speed"				"%COLD MOVE SLOW:"		
"DOTA_Tooltip_ability_skadi_2_cold_attack_speed"				"COLD ATTACK SLOW:"		
"DOTA_Tooltip_ability_item_skadi_2_bonus_all_stats"				"+$all"
"DOTA_Tooltip_ability_item_skadi_2_bonus_health"				"+$health"
"DOTA_Tooltip_ability_item_skadi_2_bonus_mana"					"+$mana"
// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\skadi_2.txt' end

// File 'D:\Games\Steam\steamapps\common\dota 2 beta\Angel Arena\configs\localization\en\items\slice_amulet.txt' begin 
"DOTA_Tooltip_Ability_item_slice_amulet"						"Slice of Static"
"DOTA_Tooltip_Ability_item_slice_amulet_Description"			"<h1>Active Disarm</h1> Debuff that disallow enemy unit to attack for a while.\n<h1>Passive: Static Slice</h1> All ability casts give 1 static charge. Static charge will increase spell amplification.."
"DOTA_Tooltip_Ability_item_slice_amulet_bonus_armor"			"+$armor"
"DOTA_Tooltip_Ability_item_slice_amulet_bonus_int"				"+$int"
"DOTA_Tooltip_Ability_item_slice_amulet_bonus_stats"			"+$all"
